10/25/2020 12:26:33 AM; 60
10/25/2020 12:26:33 AM; 0
10/25/2020 12:26:34 AM; 0
10/25/2020 12:26:35 AM; 0
10/25/2020 12:26:35 AM; 0
10/25/2020 12:26:36 AM; 0
10/25/2020 12:26:37 AM; 0
10/25/2020 12:26:38 AM; 0
10/25/2020 12:26:38 AM; 0
10/25/2020 12:26:39 AM; 5
10/25/2020 12:26:40 AM; 5
10/25/2020 12:26:40 AM; 5
10/25/2020 12:26:41 AM; 5
10/25/2020 12:26:42 AM; 78
10/25/2020 12:26:42 AM; 78
10/25/2020 12:26:43 AM; 78
10/25/2020 12:26:44 AM; 78
10/25/2020 12:26:44 AM; 78
10/25/2020 12:26:45 AM; 50
10/25/2020 12:26:46 AM; 50
10/25/2020 12:26:47 AM; 50
10/25/2020 12:26:47 AM; 50
10/25/2020 12:26:48 AM; 50
10/25/2020 12:26:49 AM; 49
10/25/2020 12:26:49 AM; 49
10/25/2020 12:26:50 AM; 48
10/25/2020 12:26:51 AM; 48
10/25/2020 12:26:51 AM; 47
10/25/2020 12:26:52 AM; 47
10/25/2020 12:26:53 AM; 46
10/25/2020 12:26:53 AM; 46
10/25/2020 12:26:54 AM; 45
10/25/2020 12:26:55 AM; 45
10/25/2020 12:26:55 AM; 44
10/25/2020 12:26:56 AM; 44
10/25/2020 12:26:57 AM; 43
10/25/2020 12:26:58 AM; 43
10/25/2020 12:26:58 AM; 42
10/25/2020 12:26:59 AM; 42
10/25/2020 12:27:00 AM; 42
10/25/2020 12:27:00 AM; 41
10/25/2020 12:27:01 AM; 41
10/25/2020 12:27:02 AM; 40
10/25/2020 12:27:02 AM; 40
10/25/2020 12:27:03 AM; 40
10/25/2020 12:27:04 AM; 40
10/25/2020 12:27:04 AM; 40
10/25/2020 12:27:05 AM; 40
10/25/2020 12:27:06 AM; 40
10/25/2020 12:27:06 AM; 40
10/25/2020 12:27:07 AM; 40
10/25/2020 12:27:08 AM; 39
10/25/2020 12:27:08 AM; 39
10/25/2020 12:27:09 AM; 39
10/25/2020 12:27:10 AM; 39
10/25/2020 12:27:10 AM; 40
10/25/2020 12:27:11 AM; 40
10/25/2020 12:27:12 AM; 40
10/25/2020 12:27:12 AM; 40
10/25/2020 12:27:13 AM; 40
10/25/2020 12:27:14 AM; 40
10/25/2020 12:27:14 AM; 40
10/25/2020 12:27:15 AM; 41
10/25/2020 12:27:16 AM; 41
10/25/2020 12:27:16 AM; 41
10/25/2020 12:27:17 AM; 41
10/25/2020 12:27:18 AM; 41
10/25/2020 12:27:18 AM; 41
10/25/2020 12:27:19 AM; 41
10/25/2020 12:27:19 AM; 41
10/25/2020 12:27:20 AM; 41
10/25/2020 12:27:21 AM; 41
10/25/2020 12:27:22 AM; 41
10/25/2020 12:27:22 AM; 41
10/25/2020 12:27:23 AM; 41
10/25/2020 12:27:24 AM; 41
10/25/2020 12:27:24 AM; 41
10/25/2020 12:27:25 AM; 41
10/25/2020 12:27:26 AM; 41
10/25/2020 12:27:26 AM; 42
10/25/2020 12:27:27 AM; 42
10/25/2020 12:27:28 AM; 42
10/25/2020 12:27:28 AM; 42
10/25/2020 12:27:29 AM; 42
10/25/2020 12:27:30 AM; 42
10/25/2020 12:27:30 AM; 42
10/25/2020 12:27:31 AM; 42
10/25/2020 12:27:32 AM; 42
10/25/2020 12:27:32 AM; 42
10/25/2020 12:27:33 AM; 42
10/25/2020 12:27:34 AM; 42
10/25/2020 12:27:34 AM; 42
10/25/2020 12:27:35 AM; 42
10/25/2020 12:27:36 AM; 5
10/25/2020 12:27:37 AM; 5
10/25/2020 12:27:37 AM; 5
10/25/2020 12:27:38 AM; 5
10/25/2020 12:27:39 AM; 5
10/25/2020 12:27:39 AM; 5
10/25/2020 12:27:40 AM; 5
10/25/2020 12:27:41 AM; 5
10/25/2020 12:27:41 AM; 5
10/25/2020 12:27:42 AM; 5
10/25/2020 12:27:43 AM; 5
10/25/2020 12:27:43 AM; 5
10/25/2020 12:27:44 AM; 5
10/25/2020 12:27:45 AM; 5
10/25/2020 12:27:46 AM; 5
10/25/2020 12:27:46 AM; 5
10/25/2020 12:27:47 AM; 5
10/25/2020 12:27:48 AM; 5
10/25/2020 12:27:48 AM; 5
10/25/2020 12:27:49 AM; 50
10/25/2020 12:27:50 AM; 51
10/25/2020 12:27:50 AM; 51
10/25/2020 12:27:51 AM; 51
10/25/2020 12:27:52 AM; 51
10/25/2020 12:27:52 AM; 51
10/25/2020 12:27:53 AM; 51
10/25/2020 12:27:54 AM; 51
10/25/2020 12:27:54 AM; 50
10/25/2020 12:27:55 AM; 50
10/25/2020 12:27:56 AM; 50
10/25/2020 12:27:56 AM; 49
10/25/2020 12:27:57 AM; 50
10/25/2020 12:27:58 AM; 50
10/25/2020 12:27:59 AM; 51
10/25/2020 12:27:59 AM; 51
10/25/2020 12:28:00 AM; 49
10/25/2020 12:28:01 AM; 49
10/25/2020 12:28:01 AM; 48
10/25/2020 12:28:02 AM; 48
10/25/2020 12:28:03 AM; 46
10/25/2020 12:28:03 AM; 46
10/25/2020 12:28:04 AM; 45
10/25/2020 12:28:05 AM; 45
10/25/2020 12:28:05 AM; 45
10/25/2020 12:28:06 AM; 44
10/25/2020 12:28:07 AM; 44
10/25/2020 12:28:07 AM; 43
10/25/2020 12:28:08 AM; 43
10/25/2020 12:28:09 AM; 42
10/25/2020 12:28:09 AM; 42
10/25/2020 12:28:10 AM; 42
10/25/2020 12:28:11 AM; 42
10/25/2020 12:28:12 AM; 41
10/25/2020 12:28:12 AM; 41
10/25/2020 12:28:13 AM; 39
10/25/2020 12:28:14 AM; 39
10/25/2020 12:28:14 AM; 39
10/25/2020 12:28:15 AM; 39
10/25/2020 12:28:16 AM; 39
10/25/2020 12:28:16 AM; 39
10/25/2020 12:28:17 AM; 39
10/25/2020 12:28:18 AM; 39
10/25/2020 12:28:19 AM; 39
10/25/2020 12:28:19 AM; 40
10/25/2020 12:28:20 AM; 40
10/25/2020 12:28:21 AM; 40
10/25/2020 12:28:21 AM; 40
10/25/2020 12:28:22 AM; 40
10/25/2020 12:28:23 AM; 40
10/25/2020 12:28:23 AM; 40
10/25/2020 12:28:24 AM; 40
10/25/2020 12:28:25 AM; 41
10/25/2020 12:28:25 AM; 41
10/25/2020 12:28:26 AM; 41
10/25/2020 12:28:27 AM; 41
10/25/2020 12:28:27 AM; 40
10/25/2020 12:28:28 AM; 40
10/25/2020 12:28:29 AM; 40
